# dp_gui 3.11.0 data file - 63 header lines start with '#', then the column names
# dp_gui.py version : 3.11.0
# written           : 2026-08-29T10:30:43
# source video      : D:/Double Pendulum/elad_noam/movies/29_using_gravity_1.MOV
#
# frames processed  : 3600 (start frame 0)
# detected M1 / M2  : 3600 / 3600
# length out of tol : 0 / 0
# left empty (NaN)  : 0
# rod refs L1 / L2  : 93.88 / 97.28 px  (median over the run, tolerance 10.0%)
#   on the marking frame: 93.85 / 97.10 px (reference only)
# max angle step    : 1.67 / 2.43 deg per frame
# origin clicked    : 299.64, 259.25 px
# origin correction : -3.92, +0.98 px
# origin: circle fit moved the pivot by 4.04 px (dx=-3.92, dy=+0.98), R=93.85 px, residual 0.26 px over 3557 frames, arc 43 deg
# marker offsets: fit rejected (implausibly large correction)
# angle zero: subtracted +1.05 / +1.05 deg; mean angle over the run +2.67 / +0.48 deg (should be near zero for a free decay)
# time: file timestamps / x4.004 slow motion -> 120 fps
# angles: joint fit of both markers, weights from the measured scatter (M1 0.10 px, M2 0.21 px); Savitzky-Golay smoothing, 13 frames (108 ms), cubic
# energy: L=0.255/0.255 m, m=436.0/497.0 g, g=9.8; E from 0.058 to 0.217 J
#
# settings:
#   csv_dir        = C:/Users/ekolo/Downloads
#   degrees        = 1
#   equal_rods     = 1
#   fps            = 120
#   gate           = 120
#   h_margin       = 10
#   interpolate    = 1
#   joint_fit      = 1
#   len_tol        = 10.0
#   max_gap        = 5
#   min_area       = 100
#   movies_dir     = D:/Double Pendulum/elad_noam/movies
#   origin_fit     = 1
#   pend_I1        = 0
#   pend_I2        = 0
#   pend_L1        = 0.255
#   pend_L2        = 0.255
#   pend_c1        = 0.255
#   pend_c2        = 0.255
#   pend_g         = 9.8 
#   pend_m1        = 436
#   pend_m2        = 497
#   playback_fps   = 30
#   s_margin       = 75
#   scale_down     = 2
#   sg_window_ms   = 110
#   unwrap         = 0
#   use_timestamps = 1
#   v_margin       = 75
#   version        = 3.11.0
#   write_video    = 1
#   zero1_deg      = 1.05
#   zero2_deg      = 1.05
#
# columns: Time [s]; X1,Y1,X2,Y2 [px] from the origin, image axes (y down); theta1,theta2 from the downward vertical, + to the right;
#          omega1,omega2 angular velocities from the same local polynomial fit; E_J total energy, zero = both rods hanging at rest;
#          L1,L2 rod lengths [px]; L1_out,L2_out = 1 where the length left the tolerance band (mis-detected frame).
#
# read with:  pandas.read_csv(path, comment='#')
#             numpy.genfromtxt(path, delimiter=',', names=True, skip_header=63)
#             numpy.loadtxt(path, delimiter=',', skiprows=63 + 1)
#Time,X1,Y1,X2,Y2,theta1_deg,theta2_deg,omega1_deg_s,omega2_deg_s,E_J,L1,L2,L1_out,L2_out
0.0,40.97514282569097,85.3339714726651,42.36678785914001,182.42474972412344,24.520631471009924,0.1594136750867355,-7.197044202265064,42.22961774445923,0.21681545703509864,94.66176111230656,97.10075127089893,0,0
0.008333333333333531,40.583558487903254,85.37053123488141,43.267830628380416,181.83993346755477,24.47023543634128,0.4487734126078686,-4.956450601028201,27.630269250248073,0.21222079451652398,94.52593730223957,96.50674009650034,0,0
0.016666666666667062,40.55665765475698,85.06458564456267,43.37410130196691,181.5622087866701,24.437049852945776,0.6268106624180354,-3.0665358967181198,15.512220693832242,0.2097875190178624,94.23813565115927,96.53874486847958,0,0
0.02500000000000059,40.61680730223322,85.37674337897812,43.2550609276579,181.4822391543746,24.41815239668232,0.7142029239989258,-1.52730008933482,5.875472075211756,0.2087593681518558,94.54582669492414,96.14170115213699,0,0
0.033333333333334124,40.629706170253776,85.36782338322928,43.2615491182188,182.2537465437287,24.41062074340984,0.7316276968321028,-0.3387431788783018,-1.2799766056133899,0.20853989719796795,94.54331437320877,96.921662717707,0,0
0.04166666666666765,40.61544074709901,85.36442741212863,43.22822554591267,181.96440179267518,24.411532568987326,0.6997624803992308,0.4991348346514341,-5.954125348643195,0.20868358642873286,94.5341181504418,96.63530252825392,0,0
0.05000000000000118,40.62514677955438,85.09839366662777,43.335232679396036,181.96591047062435,24.417965549273678,0.6392847741819491,0.9863339512545654,-8.146974153877638,0.2088897578620501,94.29813972449665,96.90541975223616,0,0
0.058333333333334715,40.66173512671197,85.06579964419831,43.20446270762904,182.27324668858034,24.431940235063212,0.5874309901532913,-0.17747742942118894,-1.0849031187259002,0.20885739066237807,94.2845001716707,97.24069736708542,0,0
0.06666666666666825,40.564462692799005,85.0323967966591,43.10065617665101,182.06103449293312,24.43214310039559,0.5746227029788633,0.45046440421581696,-0.04073728428868346,0.20885188933413534,94.21244152732676,97.06177831969875,0,0
0.07500000000000177,40.556736497031814,85.36478806145311,42.68680403899936,182.35850037992304,24.430077837088895,0.5920111514651654,-0.7722938278481033,2.7593406451327476,0.20884304855052704,94.50923719968583,97.0170985808762,0,0
0.0833333333333353,40.55085936721998,85.106299183001,43.127836319245155,181.9762172754758,24.424459960685326,0.5709192171552313,-1.4480290300157077,1.7390077840354436,0.20873165779410563,94.2732960919821,96.90418897784576,0,0
0.09166666666666884,40.60395447139468,85.03551239454174,43.73079509996422,182.3623961824449,24.42211041599806,0.5997706492943301,-0.6141073529713236,3.9929556588841786,0.2087468061343971,94.2322635137104,97.37709915673439,0,0
0.10000000000000236,40.68041123103138,85.46692466101001,43.26677399973995,181.6935659189594,24.413599636866778,0.6432946644295854,0.32874424689557574,5.50379137358586,0.20872039227895023,94.65458820858387,96.26139288498504,0,0
0.1083333333333359,40.58756143848854,85.33004225946354,43.08849963035659,181.36970061304487,24.415340461572658,0.7057956753631494,0.7397267322430728,5.642685292127516,0.20879862325491683,94.49109087911366,96.07221590299751,0,0
0.11666666666666943,40.559731819766405,85.38421462326636,43.33622132476632,182.00680008105275,24.42161954043952,0.7414692336148067,0.27023562776456805,3.2347717290636595,0.20877467852285747,94.52806965194722,96.66246900694502,0,0
0.12500000000000297,40.60814956679844,85.03454213634626,43.15545491234577,182.73445544796186,24.425607439987008,0.7638730452988083,-0.7443889830769833,0.36118156811341134,0.2087914356486711,94.23319567741254,97.73311529681563,0,0
0.1333333333333365,40.56996607494836,85.05664183880708,43.90538752439915,181.76369266923933,24.417668984379585,0.7414647173195222,-0.21635811121331164,0.4030242834105129,0.20864860077032477,94.23669385232893,96.76455299625614,0,0
0.14166666666667002,40.60519890130059,85.42195005125734,43.48146001812223,181.7163086719234,24.401799778502053,0.7430609510919965,-1.24268046222059,2.820875492224632,0.20840355961746226,94.58166697819239,96.33730523622499,0,0
0.15000000000000355,40.59707341300152,85.39933011022691,43.43334469172988,181.4545528730618,24.39008502005293,0.7639628024468172,-2.3427744768896166,-0.8448543440174169,0.20826286907680913,94.55774930155721,96.09708764985739,0,0
0.15833333333333707,40.61919480993027,85.43353699298302,43.17228893720273,182.20756014421767,24.38091686150091,0.7722993980619236,-2.5307036548651074,-2.082693583786527,0.20816724725179458,94.59814073298939,96.80769518224473,0,0
0.1666666666666706,40.51208420362446,85.42394663662373,43.27593655000522,181.61585686109908,24.355856320444662,0.7654384779124923,-3.9970179456059483,-0.39823943300682985,0.2077791712226711,94.54353296496963,96.23160848923871,0,0
0.17500000000000415,40.52801343277907,85.4807869905693,43.2969393819866,182.0061420941749,24.317976370812016,0.7568804742715995,-4.085953157099617,-1.0652412441779628,0.20717782824394115,94.60171677794543,96.5650616361288,0,0
0.18333333333333768,40.413413954968014,85.59599184869808,43.347396130405464,182.14193268843195,24.263189784483284,0.751937718779689,-6.077481791366744,5.300011669657175,0.20624896046067054,94.6568425844534,96.59051166670139,0,0
0.1916666666666712,40.421709911757496,85.50630976098893,43.1281806782252,181.91417426569092,24.21444444756311,0.8095512460720922,-7.57942532322598,6.7562648682780875,0.20555570724037953,94.57929816367039,96.4458465791385,0,0
0.20000000000000473,40.367664789792975,85.58202841556835,43.38082593658272,182.29461768569934,24.127805241689916,0.9063529442801689,-10.232608955005176,10.906821856313345,0.20439399921994728,94.6246899509015,96.75951665562194,0,0
0.20833333333333826,40.12356085970027,85.81977847793576,43.14110947932142,182.10879636307334,24.050233005175105,0.9932076958743206,-11.12373254664986,11.143098977661657,0.20322520245990194,94.73613098530062,96.33628893078725,0,0
0.2166666666666718,40.0267609419841,85.76341082768624,43.15076744979263,182.15845889292842,23.952267034744143,1.0962195592935882,-12.46917027213594,14.297669329035934,0.20183819448177198,94.64409241101757,96.4456567615213,0,0
0.22500000000000536,40.021646711069884,86.46910084480055,43.47295756102529,182.19414121227288,23.845400167745275,1.2330697063675549,-13.25960170329903,17.100847208862433,0.20031447922712875,95.28188498541566,95.78723766732824,0,0
0.23333333333333886,40.026486478925115,86.48718952950179,43.45080641719847,182.25842654196884,23.738576833067896,1.3207625593320458,-13.238547500195933,13.647116227665292,0.19849177679231067,95.30033353855346,95.83243608475053,0,0
