# device: DP-ELBOW
# CPR=2500, quadrature x4 -> 10000 counts per revolution
# sample rate: 500 Hz, samples: 50000
# battery at download: 3.78 V
# quadrature errors: 0, index errors: 0
# index verification: PASSED
t,counts,deg
40.0340,-75342,-2712.312
40.0360,-75342,-2712.312
40.0380,-75342,-2712.312
40.0400,-75342,-2712.312
40.0420,-75342,-2712.312
40.0440,-75342,-2712.312
40.0460,-75342,-2712.312
40.0480,-75342,-2712.312
40.0500,-75342,-2712.312
40.0520,-75342,-2712.312
40.0540,-75342,-2712.312
40.0560,-75342,-2712.312
40.0580,-75341,-2712.276
40.0600,-75341,-2712.276
40.0620,-75341,-2712.276
40.0640,-75341,-2712.276
40.0660,-75341,-2712.276
40.0680,-75340,-2712.240
40.0700,-75340,-2712.240
40.0720,-75340,-2712.240
40.0740,-75340,-2712.240
40.0760,-75339,-2712.204
40.0780,-75339,-2712.204
40.0800,-75338,-2712.168
40.0820,-75338,-2712.168
40.0840,-75338,-2712.168
40.0860,-75337,-2712.132
40.0880,-75337,-2712.132
40.0900,-75336,-2712.096
40.0920,-75336,-2712.096
40.0940,-75335,-2712.060
40.0960,-75334,-2712.024
40.0980,-75334,-2712.024
40.1000,-75333,-2711.988
40.1020,-75333,-2711.988
40.1040,-75332,-2711.952
40.1060,-75331,-2711.916
40.1080,-75331,-2711.916
40.1100,-75330,-2711.880
40.1120,-75329,-2711.844
40.1140,-75328,-2711.808
40.1160,-75328,-2711.808
40.1180,-75327,-2711.772
40.1200,-75326,-2711.736
40.1220,-75325,-2711.700
40.1240,-75324,-2711.664
40.1260,-75323,-2711.628
40.1280,-75322,-2711.592
40.1300,-75321,-2711.556
40.1320,-75320,-2711.520
40.1340,-75319,-2711.484
40.1360,-75318,-2711.448
40.1380,-75317,-2711.412
40.1400,-75316,-2711.376
40.1420,-75315,-2711.340
40.1440,-75314,-2711.304
40.1460,-75313,-2711.268
40.1480,-75312,-2711.232
40.1500,-75311,-2711.196
40.1520,-75309,-2711.124
40.1540,-75308,-2711.088
40.1560,-75307,-2711.052
40.1580,-75306,-2711.016
40.1600,-75305,-2710.980
40.1620,-75303,-2710.908
40.1640,-75302,-2710.872
40.1660,-75301,-2710.836
40.1680,-75299,-2710.764
40.1700,-75298,-2710.728
40.1720,-75297,-2710.692
40.1740,-75295,-2710.620
40.1760,-75294,-2710.584
40.1780,-75293,-2710.548
40.1800,-75291,-2710.476
40.1820,-75290,-2710.440
40.1840,-75288,-2710.368
40.1860,-75287,-2710.332
40.1880,-75285,-2710.260
40.1900,-75284,-2710.224
40.1920,-75282,-2710.152
40.1940,-75281,-2710.116
40.1960,-75279,-2710.044
40.1980,-75278,-2710.008
40.2000,-75276,-2709.936
40.2020,-75275,-2709.900
40.2040,-75273,-2709.828
40.2060,-75271,-2709.756
40.2080,-75270,-2709.720
40.2100,-75268,-2709.648
40.2120,-75267,-2709.612
40.2140,-75265,-2709.540
40.2160,-75263,-2709.468
40.2180,-75262,-2709.432
40.2200,-75260,-2709.360
40.2220,-75258,-2709.288
40.2240,-75257,-2709.252
40.2260,-75255,-2709.180
40.2280,-75253,-2709.108
40.2300,-75252,-2709.072
40.2320,-75250,-2709.000
40.2340,-75248,-2708.928
40.2360,-75247,-2708.892
40.2380,-75245,-2708.820
40.2400,-75243,-2708.748
40.2420,-75242,-2708.712
40.2440,-75240,-2708.640
40.2460,-75238,-2708.568
40.2480,-75237,-2708.532
40.2500,-75235,-2708.460
40.2520,-75233,-2708.388
40.2540,-75232,-2708.352
40.2560,-75230,-2708.280
40.2580,-75228,-2708.208
40.2600,-75227,-2708.172
40.2620,-75225,-2708.100
40.2640,-75223,-2708.028
40.2660,-75222,-2707.992
40.2680,-75220,-2707.920
40.2700,-75219,-2707.884
40.2720,-75217,-2707.812
40.2740,-75215,-2707.740
40.2760,-75214,-2707.704
40.2780,-75212,-2707.632
40.2800,-75211,-2707.596
40.2820,-75209,-2707.524
40.2840,-75207,-2707.452
40.2860,-75206,-2707.416
40.2880,-75204,-2707.344
40.2900,-75203,-2707.308
40.2920,-75201,-2707.236
40.2940,-75200,-2707.200
40.2960,-75198,-2707.128
40.2980,-75197,-2707.092
40.3000,-75195,-2707.020
40.3020,-75194,-2706.984
40.3040,-75192,-2706.912
40.3060,-75191,-2706.876
40.3080,-75190,-2706.840
40.3100,-75188,-2706.768
40.3120,-75187,-2706.732
40.3140,-75186,-2706.696
40.3160,-75184,-2706.624
40.3180,-75183,-2706.588
40.3200,-75182,-2706.552
40.3220,-75180,-2706.480
40.3240,-75179,-2706.444
40.3260,-75178,-2706.408
40.3280,-75177,-2706.372
40.3300,-75175,-2706.300
40.3320,-75174,-2706.264
40.3340,-75173,-2706.228
40.3360,-75172,-2706.192
40.3380,-75171,-2706.156
40.3400,-75170,-2706.120
40.3420,-75169,-2706.084
40.3440,-75168,-2706.048
40.3460,-75167,-2706.012
40.3480,-75166,-2705.976
40.3500,-75165,-2705.940
40.3520,-75164,-2705.904
40.3540,-75163,-2705.868
40.3560,-75162,-2705.832
40.3580,-75161,-2705.796
40.3600,-75160,-2705.760
40.3620,-75159,-2705.724
40.3640,-75158,-2705.688
40.3660,-75158,-2705.688
40.3680,-75157,-2705.652
40.3700,-75156,-2705.616
40.3720,-75155,-2705.580
40.3740,-75155,-2705.580
40.3760,-75154,-2705.544
40.3780,-75153,-2705.508
40.3800,-75153,-2705.508
40.3820,-75152,-2705.472
40.3840,-75152,-2705.472
40.3860,-75151,-2705.436
40.3880,-75150,-2705.400
40.3900,-75150,-2705.400
40.3920,-75149,-2705.364
40.3940,-75149,-2705.364
40.3960,-75149,-2705.364
40.3980,-75148,-2705.328
40.4000,-75148,-2705.328
40.4020,-75147,-2705.292
40.4040,-75147,-2705.292
40.4060,-75147,-2705.292
40.4080,-75146,-2705.256
40.4100,-75146,-2705.256
40.4120,-75146,-2705.256
40.4140,-75146,-2705.256
40.4160,-75145,-2705.220
40.4180,-75145,-2705.220
40.4200,-75145,-2705.220
40.4220,-75145,-2705.220
40.4240,-75145,-2705.220
40.4260,-75145,-2705.220
40.4280,-75145,-2705.220
40.4300,-75145,-2705.220
40.4320,-75145,-2705.220
40.4340,-75145,-2705.220
40.4360,-75145,-2705.220
40.4380,-75145,-2705.220
40.4400,-75145,-2705.220
40.4420,-75145,-2705.220
40.4440,-75145,-2705.220
40.4460,-75145,-2705.220
40.4480,-75145,-2705.220
40.4500,-75145,-2705.220
40.4520,-75146,-2705.256
40.4540,-75146,-2705.256
40.4560,-75146,-2705.256
40.4580,-75146,-2705.256
40.4600,-75146,-2705.256
40.4620,-75147,-2705.292
40.4640,-75147,-2705.292
40.4660,-75147,-2705.292
40.4680,-75148,-2705.328
40.4700,-75148,-2705.328
40.4720,-75148,-2705.328
40.4740,-75149,-2705.364
40.4760,-75149,-2705.364
40.4780,-75150,-2705.400
40.4800,-75150,-2705.400
40.4820,-75150,-2705.400
40.4840,-75151,-2705.436
40.4860,-75151,-2705.436
40.4880,-75152,-2705.472
40.4900,-75152,-2705.472
40.4920,-75153,-2705.508
40.4940,-75153,-2705.508
40.4960,-75154,-2705.544
40.4980,-75154,-2705.544
40.5000,-75155,-2705.580
40.5020,-75155,-2705.580
40.5040,-75156,-2705.616
40.5060,-75157,-2705.652
40.5080,-75157,-2705.652
40.5100,-75158,-2705.688
40.5120,-75158,-2705.688
40.5140,-75159,-2705.724
40.5160,-75159,-2705.724
40.5180,-75160,-2705.760
40.5200,-75161,-2705.796
40.5220,-75161,-2705.796
40.5240,-75162,-2705.832
40.5260,-75163,-2705.868
40.5280,-75163,-2705.868
40.5300,-75164,-2705.904
40.5320,-75165,-2705.940
40.5340,-75165,-2705.940
40.5360,-75166,-2705.976
40.5380,-75167,-2706.012
40.5400,-75167,-2706.012
40.5420,-75168,-2706.048
40.5440,-75169,-2706.084
40.5460,-75169,-2706.084
40.5480,-75170,-2706.120
40.5500,-75171,-2706.156
40.5520,-75171,-2706.156
40.5540,-75172,-2706.192
40.5560,-75173,-2706.228
40.5580,-75173,-2706.228
40.5600,-75174,-2706.264
40.5620,-75175,-2706.300
40.5640,-75175,-2706.300
40.5660,-75176,-2706.336
40.5680,-75177,-2706.372
40.5700,-75177,-2706.372
40.5720,-75178,-2706.408
40.5740,-75179,-2706.444
40.5760,-75179,-2706.444
40.5780,-75180,-2706.480
40.5800,-75181,-2706.516
40.5820,-75181,-2706.516
40.5840,-75182,-2706.552
40.5860,-75183,-2706.588
40.5880,-75183,-2706.588
40.5900,-75184,-2706.624
40.5920,-75185,-2706.660
40.5940,-75185,-2706.660
40.5960,-75186,-2706.696
40.5980,-75186,-2706.696
40.6000,-75187,-2706.732
40.6020,-75188,-2706.768
40.6040,-75188,-2706.768
40.6060,-75189,-2706.804
40.6080,-75189,-2706.804
40.6100,-75190,-2706.840
40.6120,-75191,-2706.876
40.6140,-75191,-2706.876
40.6160,-75192,-2706.912
40.6180,-75192,-2706.912
40.6200,-75193,-2706.948
40.6220,-75193,-2706.948
40.6240,-75194,-2706.984
40.6260,-75194,-2706.984
40.6280,-75195,-2707.020
40.6300,-75196,-2707.056
40.6320,-75196,-2707.056
40.6340,-75197,-2707.092
40.6360,-75197,-2707.092
40.6380,-75197,-2707.092
40.6400,-75198,-2707.128
40.6420,-75198,-2707.128
40.6440,-75199,-2707.164
40.6460,-75199,-2707.164
40.6480,-75200,-2707.200
40.6500,-75200,-2707.200
40.6520,-75201,-2707.236
40.6540,-75201,-2707.236
40.6560,-75201,-2707.236
40.6580,-75202,-2707.272
40.6600,-75202,-2707.272
40.6620,-75203,-2707.308
40.6640,-75203,-2707.308
40.6660,-75203,-2707.308
40.6680,-75204,-2707.344
40.6700,-75204,-2707.344
40.6720,-75204,-2707.344
40.6740,-75205,-2707.380
40.6760,-75205,-2707.380
40.6780,-75205,-2707.380
40.6800,-75206,-2707.416
40.6820,-75206,-2707.416
40.6840,-75206,-2707.416
40.6860,-75207,-2707.452
40.6880,-75207,-2707.452
40.6900,-75207,-2707.452
40.6920,-75207,-2707.452
40.6940,-75208,-2707.488
40.6960,-75208,-2707.488
40.6980,-75208,-2707.488
40.7000,-75208,-2707.488
40.7020,-75209,-2707.524
40.7040,-75209,-2707.524
40.7060,-75209,-2707.524
40.7080,-75209,-2707.524
40.7100,-75209,-2707.524
40.7120,-75210,-2707.560
40.7140,-75210,-2707.560
40.7160,-75210,-2707.560
40.7180,-75210,-2707.560
40.7200,-75210,-2707.560
40.7220,-75210,-2707.560
40.7240,-75211,-2707.596
40.7260,-75211,-2707.596
40.7280,-75211,-2707.596
40.7300,-75211,-2707.596
40.7320,-75211,-2707.596
40.7340,-75211,-2707.596
40.7360,-75211,-2707.596
40.7380,-75212,-2707.632
40.7400,-75212,-2707.632
40.7420,-75212,-2707.632
40.7440,-75212,-2707.632
40.7460,-75212,-2707.632
40.7480,-75212,-2707.632
40.7500,-75212,-2707.632
40.7520,-75213,-2707.668
40.7540,-75213,-2707.668
40.7560,-75213,-2707.668
40.7580,-75213,-2707.668
40.7600,-75213,-2707.668
40.7620,-75213,-2707.668
40.7640,-75213,-2707.668
40.7660,-75213,-2707.668
40.7680,-75214,-2707.704
40.7700,-75214,-2707.704
40.7720,-75214,-2707.704
40.7740,-75214,-2707.704
40.7760,-75214,-2707.704
40.7780,-75214,-2707.704
40.7800,-75214,-2707.704
40.7820,-75215,-2707.740
40.7840,-75215,-2707.740
40.7860,-75215,-2707.740
40.7880,-75215,-2707.740
40.7900,-75215,-2707.740
40.7920,-75215,-2707.740
40.7940,-75216,-2707.776
40.7960,-75216,-2707.776
40.7980,-75216,-2707.776
40.8000,-75216,-2707.776
40.8020,-75216,-2707.776
40.8040,-75217,-2707.812
40.8060,-75217,-2707.812
40.8080,-75217,-2707.812
40.8100,-75217,-2707.812
40.8120,-75217,-2707.812
40.8140,-75218,-2707.848
40.8160,-75218,-2707.848
40.8180,-75218,-2707.848
40.8200,-75218,-2707.848
40.8220,-75219,-2707.884
40.8240,-75219,-2707.884
40.8260,-75219,-2707.884
40.8280,-75220,-2707.920
40.8300,-75220,-2707.920
40.8320,-75220,-2707.920
40.8340,-75221,-2707.956
40.8360,-75221,-2707.956
40.8380,-75221,-2707.956
40.8400,-75222,-2707.992
40.8420,-75222,-2707.992
40.8440,-75223,-2708.028
40.8460,-75223,-2708.028
40.8480,-75223,-2708.028
40.8500,-75224,-2708.064
40.8520,-75224,-2708.064
40.8540,-75225,-2708.100
40.8560,-75225,-2708.100
40.8580,-75226,-2708.136
40.8600,-75226,-2708.136
40.8620,-75227,-2708.172
40.8640,-75227,-2708.172
40.8660,-75228,-2708.208
40.8680,-75228,-2708.208
40.8700,-75229,-2708.244
40.8720,-75229,-2708.244
40.8740,-75230,-2708.280
40.8760,-75231,-2708.316
40.8780,-75231,-2708.316
40.8800,-75232,-2708.352
40.8820,-75232,-2708.352
40.8840,-75233,-2708.388
40.8860,-75234,-2708.424
40.8880,-75234,-2708.424
40.8900,-75235,-2708.460
40.8920,-75236,-2708.496
40.8940,-75237,-2708.532
40.8960,-75237,-2708.532
40.8980,-75238,-2708.568
40.9000,-75239,-2708.604
40.9020,-75240,-2708.640
40.9040,-75240,-2708.640
40.9060,-75241,-2708.676
40.9080,-75242,-2708.712
40.9100,-75243,-2708.748
40.9120,-75244,-2708.784
40.9140,-75245,-2708.820
40.9160,-75245,-2708.820
40.9180,-75246,-2708.856
40.9200,-75247,-2708.892
40.9220,-75248,-2708.928
40.9240,-75249,-2708.964
40.9260,-75250,-2709.000
40.9280,-75251,-2709.036
40.9300,-75252,-2709.072
40.9320,-75253,-2709.108
40.9340,-75254,-2709.144
40.9360,-75255,-2709.180
40.9380,-75256,-2709.216
40.9400,-75257,-2709.252
40.9420,-75258,-2709.288
40.9440,-75259,-2709.324
40.9460,-75260,-2709.360
40.9480,-75261,-2709.396
40.9500,-75262,-2709.432
40.9520,-75264,-2709.504
40.9540,-75265,-2709.540
40.9560,-75266,-2709.576
40.9580,-75267,-2709.612
40.9600,-75268,-2709.648
40.9620,-75269,-2709.684
40.9640,-75270,-2709.720
40.9660,-75271,-2709.756
40.9680,-75273,-2709.828
40.9700,-75274,-2709.864
40.9720,-75275,-2709.900
40.9740,-75276,-2709.936
40.9760,-75277,-2709.972
40.9780,-75279,-2710.044
40.9800,-75280,-2710.080
40.9820,-75281,-2710.116
40.9840,-75282,-2710.152
40.9860,-75284,-2710.224
40.9880,-75285,-2710.260
40.9900,-75286,-2710.296
40.9920,-75287,-2710.332
40.9940,-75289,-2710.404
40.9960,-75290,-2710.440
40.9980,-75291,-2710.476
41.0000,-75292,-2710.512
41.0020,-75294,-2710.584
41.0040,-75295,-2710.620
41.0060,-75296,-2710.656
41.0080,-75297,-2710.692
41.0100,-75299,-2710.764
41.0120,-75300,-2710.800
41.0140,-75301,-2710.836
41.0160,-75302,-2710.872
41.0180,-75304,-2710.944
41.0200,-75305,-2710.980
41.0220,-75306,-2711.016
41.0240,-75308,-2711.088
41.0260,-75309,-2711.124
41.0280,-75310,-2711.160
41.0300,-75311,-2711.196
41.0320,-75313,-2711.268
41.0340,-75314,-2711.304
41.0360,-75315,-2711.340
41.0380,-75316,-2711.376
41.0400,-75318,-2711.448
41.0420,-75319,-2711.484
41.0440,-75320,-2711.520
41.0460,-75321,-2711.556
41.0480,-75323,-2711.628
41.0500,-75324,-2711.664
41.0520,-75325,-2711.700
41.0540,-75326,-2711.736
41.0560,-75327,-2711.772
41.0580,-75329,-2711.844
41.0600,-75330,-2711.880
41.0620,-75331,-2711.916
41.0640,-75332,-2711.952
41.0660,-75333,-2711.988
41.0680,-75334,-2712.024
41.0700,-75335,-2712.060
41.0720,-75337,-2712.132
41.0740,-75338,-2712.168
41.0760,-75339,-2712.204
41.0780,-75340,-2712.240
41.0800,-75341,-2712.276
41.0820,-75342,-2712.312
41.0840,-75343,-2712.348
41.0860,-75344,-2712.384
41.0880,-75345,-2712.420
41.0900,-75346,-2712.456
41.0920,-75347,-2712.492
41.0940,-75348,-2712.528
41.0960,-75349,-2712.564
41.0980,-75350,-2712.600
41.1000,-75351,-2712.636
41.1020,-75352,-2712.672
41.1040,-75353,-2712.708
41.1060,-75353,-2712.708
41.1080,-75354,-2712.744
41.1100,-75355,-2712.780
41.1120,-75356,-2712.816
41.1140,-75357,-2712.852
41.1160,-75358,-2712.888
41.1180,-75358,-2712.888
41.1200,-75359,-2712.924
41.1220,-75360,-2712.960
41.1240,-75361,-2712.996
41.1260,-75361,-2712.996
41.1280,-75362,-2713.032
41.1300,-75363,-2713.068
41.1320,-75363,-2713.068
41.1340,-75364,-2713.104
41.1360,-75364,-2713.104
41.1380,-75365,-2713.140
41.1400,-75366,-2713.176
41.1420,-75366,-2713.176
41.1440,-75367,-2713.212
41.1460,-75367,-2713.212
41.1480,-75368,-2713.248
41.1500,-75368,-2713.248
41.1520,-75369,-2713.284
41.1540,-75369,-2713.284
41.1560,-75369,-2713.284
41.1580,-75370,-2713.320
41.1600,-75370,-2713.320
41.1620,-75370,-2713.320
41.1640,-75371,-2713.356
41.1660,-75371,-2713.356
41.1680,-75371,-2713.356
41.1700,-75371,-2713.356
41.1720,-75372,-2713.392
41.1740,-75372,-2713.392
41.1760,-75372,-2713.392
41.1780,-75372,-2713.392
41.1800,-75372,-2713.392
41.1820,-75372,-2713.392
41.1840,-75373,-2713.428
41.1860,-75373,-2713.428
41.1880,-75373,-2713.428
41.1900,-75373,-2713.428
41.1920,-75373,-2713.428
41.1940,-75373,-2713.428
41.1960,-75373,-2713.428
41.1980,-75373,-2713.428
41.2000,-75372,-2713.392
41.2020,-75372,-2713.392
41.2040,-75372,-2713.392
41.2060,-75372,-2713.392
41.2080,-75372,-2713.392
41.2100,-75372,-2713.392
41.2120,-75371,-2713.356
41.2140,-75371,-2713.356
41.2160,-75371,-2713.356
41.2180,-75371,-2713.356
41.2200,-75370,-2713.320
41.2220,-75370,-2713.320
41.2240,-75370,-2713.320
41.2260,-75369,-2713.284
41.2280,-75369,-2713.284
41.2300,-75368,-2713.248
41.2320,-75368,-2713.248
41.2340,-75368,-2713.248
41.2360,-75367,-2713.212
41.2380,-75367,-2713.212
41.2400,-75366,-2713.176
41.2420,-75366,-2713.176
41.2440,-75365,-2713.140
41.2460,-75364,-2713.104
41.2480,-75364,-2713.104
41.2500,-75363,-2713.068
41.2520,-75363,-2713.068
41.2540,-75362,-2713.032
41.2560,-75361,-2712.996
41.2580,-75361,-2712.996
41.2600,-75360,-2712.960
41.2620,-75359,-2712.924
41.2640,-75359,-2712.924
41.2660,-75358,-2712.888
41.2680,-75357,-2712.852
41.2700,-75356,-2712.816
41.2720,-75355,-2712.780
41.2740,-75355,-2712.780
41.2760,-75354,-2712.744
41.2780,-75353,-2712.708
41.2800,-75352,-2712.672
41.2820,-75351,-2712.636
41.2840,-75350,-2712.600
41.2860,-75349,-2712.564
41.2880,-75349,-2712.564
41.2900,-75348,-2712.528
41.2920,-75347,-2712.492
41.2940,-75346,-2712.456
41.2960,-75345,-2712.420
41.2980,-75344,-2712.384
41.3000,-75343,-2712.348
41.3020,-75342,-2712.312
41.3040,-75341,-2712.276
41.3060,-75340,-2712.240
41.3080,-75339,-2712.204
41.3100,-75338,-2712.168
41.3120,-75337,-2712.132
41.3140,-75336,-2712.096
41.3160,-75335,-2712.060
41.3180,-75333,-2711.988
41.3200,-75332,-2711.952
41.3220,-75331,-2711.916
41.3240,-75330,-2711.880
41.3260,-75329,-2711.844
41.3280,-75328,-2711.808
41.3300,-75327,-2711.772
41.3320,-75326,-2711.736
41.3340,-75325,-2711.700
41.3360,-75323,-2711.628
41.3380,-75322,-2711.592
41.3400,-75321,-2711.556
41.3420,-75320,-2711.520
41.3440,-75319,-2711.484
41.3460,-75318,-2711.448
41.3480,-75316,-2711.376
41.3500,-75315,-2711.340
41.3520,-75314,-2711.304
41.3540,-75313,-2711.268
41.3560,-75312,-2711.232
41.3580,-75310,-2711.160
41.3600,-75309,-2711.124
41.3620,-75308,-2711.088
41.3640,-75307,-2711.052
41.3660,-75306,-2711.016
41.3680,-75304,-2710.944
41.3700,-75303,-2710.908
41.3720,-75302,-2710.872
41.3740,-75301,-2710.836
41.3760,-75300,-2710.800
41.3780,-75299,-2710.764
41.3800,-75297,-2710.692
41.3820,-75296,-2710.656
41.3840,-75295,-2710.620
41.3860,-75294,-2710.584
41.3880,-75293,-2710.548
41.3900,-75291,-2710.476
41.3920,-75290,-2710.440
41.3940,-75289,-2710.404
41.3960,-75288,-2710.368
41.3980,-75287,-2710.332
41.4000,-75286,-2710.296
41.4020,-75284,-2710.224
41.4040,-75283,-2710.188
41.4060,-75282,-2710.152
41.4080,-75281,-2710.116
41.4100,-75280,-2710.080
41.4120,-75279,-2710.044
41.4140,-75278,-2710.008
41.4160,-75277,-2709.972
41.4180,-75275,-2709.900
41.4200,-75274,-2709.864
41.4220,-75273,-2709.828
41.4240,-75272,-2709.792
41.4260,-75271,-2709.756
41.4280,-75270,-2709.720
41.4300,-75269,-2709.684
41.4320,-75268,-2709.648
41.4340,-75267,-2709.612
41.4360,-75266,-2709.576
41.4380,-75265,-2709.540
41.4400,-75264,-2709.504
41.4420,-75263,-2709.468
41.4440,-75262,-2709.432
41.4460,-75261,-2709.396
41.4480,-75260,-2709.360
41.4500,-75259,-2709.324
41.4520,-75258,-2709.288
41.4540,-75257,-2709.252
41.4560,-75256,-2709.216
41.4580,-75255,-2709.180
41.4600,-75255,-2709.180
41.4620,-75254,-2709.144
41.4640,-75253,-2709.108
41.4660,-75252,-2709.072
41.4680,-75251,-2709.036
41.4700,-75250,-2709.000
41.4720,-75250,-2709.000
41.4740,-75249,-2708.964
41.4760,-75248,-2708.928
41.4780,-75247,-2708.892
41.4800,-75246,-2708.856
41.4820,-75246,-2708.856
41.4840,-75245,-2708.820
41.4860,-75244,-2708.784
41.4880,-75243,-2708.748
41.4900,-75243,-2708.748
41.4920,-75242,-2708.712
41.4940,-75241,-2708.676
41.4960,-75241,-2708.676
41.4980,-75240,-2708.640
41.5000,-75239,-2708.604
41.5020,-75239,-2708.604
41.5040,-75238,-2708.568
41.5060,-75238,-2708.568
41.5080,-75237,-2708.532
41.5100,-75236,-2708.496
41.5120,-75236,-2708.496
41.5140,-75235,-2708.460
41.5160,-75235,-2708.460
41.5180,-75234,-2708.424
41.5200,-75234,-2708.424
41.5220,-75233,-2708.388
41.5240,-75233,-2708.388
41.5260,-75232,-2708.352
41.5280,-75232,-2708.352
41.5300,-75231,-2708.316
41.5320,-75231,-2708.316
41.5340,-75230,-2708.280
41.5360,-75230,-2708.280
41.5380,-75229,-2708.244
41.5400,-75229,-2708.244
41.5420,-75228,-2708.208
41.5440,-75228,-2708.208
41.5460,-75228,-2708.208
41.5480,-75227,-2708.172
41.5500,-75227,-2708.172
41.5520,-75227,-2708.172
41.5540,-75226,-2708.136
41.5560,-75226,-2708.136
41.5580,-75225,-2708.100
41.5600,-75225,-2708.100
41.5620,-75225,-2708.100
41.5640,-75225,-2708.100
41.5660,-75224,-2708.064
41.5680,-75224,-2708.064
41.5700,-75224,-2708.064
41.5720,-75223,-2708.028
41.5740,-75223,-2708.028
41.5760,-75223,-2708.028
41.5780,-75222,-2707.992
41.5800,-75222,-2707.992
41.5820,-75222,-2707.992
41.5840,-75222,-2707.992
41.5860,-75221,-2707.956
41.5880,-75221,-2707.956
41.5900,-75221,-2707.956
41.5920,-75221,-2707.956
41.5940,-75220,-2707.920
41.5960,-75220,-2707.920
41.5980,-75220,-2707.920
41.6000,-75220,-2707.920
41.6020,-75220,-2707.920
41.6040,-75219,-2707.884
41.6060,-75219,-2707.884
41.6080,-75219,-2707.884
41.6100,-75219,-2707.884
41.6120,-75218,-2707.848
41.6140,-75218,-2707.848
41.6160,-75218,-2707.848
41.6180,-75218,-2707.848
41.6200,-75218,-2707.848
41.6220,-75217,-2707.812
41.6240,-75217,-2707.812
41.6260,-75217,-2707.812
41.6280,-75217,-2707.812
41.6300,-75217,-2707.812
41.6320,-75216,-2707.776
41.6340,-75216,-2707.776
41.6360,-75216,-2707.776
41.6380,-75216,-2707.776
41.6400,-75216,-2707.776
41.6420,-75215,-2707.740
41.6440,-75215,-2707.740
41.6460,-75215,-2707.740
41.6480,-75215,-2707.740
41.6500,-75214,-2707.704
41.6520,-75214,-2707.704
41.6540,-75214,-2707.704
41.6560,-75214,-2707.704
41.6580,-75213,-2707.668
41.6600,-75213,-2707.668
41.6620,-75213,-2707.668
41.6640,-75213,-2707.668
41.6660,-75212,-2707.632
41.6680,-75212,-2707.632
41.6700,-75212,-2707.632
41.6720,-75212,-2707.632
41.6740,-75211,-2707.596
41.6760,-75211,-2707.596
41.6780,-75211,-2707.596
41.6800,-75211,-2707.596
41.6820,-75210,-2707.560
41.6840,-75210,-2707.560
41.6860,-75210,-2707.560
41.6880,-75209,-2707.524
41.6900,-75209,-2707.524
41.6920,-75209,-2707.524
41.6940,-75208,-2707.488
41.6960,-75208,-2707.488
41.6980,-75208,-2707.488
41.7000,-75207,-2707.452
41.7020,-75207,-2707.452
41.7040,-75206,-2707.416
41.7060,-75206,-2707.416
41.7080,-75206,-2707.416
41.7100,-75205,-2707.380
41.7120,-75205,-2707.380
41.7140,-75205,-2707.380
41.7160,-75204,-2707.344
41.7180,-75204,-2707.344
41.7200,-75203,-2707.308
41.7220,-75203,-2707.308
41.7240,-75202,-2707.272
41.7260,-75202,-2707.272
41.7280,-75201,-2707.236
41.7300,-75201,-2707.236
41.7320,-75201,-2707.236
41.7340,-75200,-2707.200
41.7360,-75200,-2707.200
41.7380,-75199,-2707.164
41.7400,-75199,-2707.164
41.7420,-75198,-2707.128
41.7440,-75198,-2707.128
41.7460,-75197,-2707.092
41.7480,-75197,-2707.092
41.7500,-75196,-2707.056
41.7520,-75195,-2707.020
41.7540,-75195,-2707.020
41.7560,-75194,-2706.984
41.7580,-75194,-2706.984
41.7600,-75193,-2706.948
41.7620,-75193,-2706.948
41.7640,-75192,-2706.912
41.7660,-75191,-2706.876
41.7680,-75191,-2706.876
41.7700,-75190,-2706.840
41.7720,-75190,-2706.840
41.7740,-75189,-2706.804
41.7760,-75189,-2706.804
41.7780,-75188,-2706.768
41.7800,-75187,-2706.732
41.7820,-75187,-2706.732
41.7840,-75186,-2706.696
41.7860,-75185,-2706.660
41.7880,-75185,-2706.660
41.7900,-75184,-2706.624
41.7920,-75184,-2706.624
41.7940,-75183,-2706.588
41.7960,-75182,-2706.552
41.7980,-75182,-2706.552
41.8000,-75181,-2706.516
41.8020,-75180,-2706.480
41.8040,-75180,-2706.480
41.8060,-75179,-2706.444
41.8080,-75178,-2706.408
41.8100,-75178,-2706.408
41.8120,-75177,-2706.372
41.8140,-75177,-2706.372
41.8160,-75176,-2706.336
41.8180,-75175,-2706.300
41.8200,-75175,-2706.300
41.8220,-75174,-2706.264
41.8240,-75173,-2706.228
41.8260,-75173,-2706.228
41.8280,-75172,-2706.192
41.8300,-75171,-2706.156
41.8320,-75171,-2706.156
41.8340,-75170,-2706.120
41.8360,-75169,-2706.084
41.8380,-75169,-2706.084
41.8400,-75168,-2706.048
41.8420,-75168,-2706.048
41.8440,-75167,-2706.012
41.8460,-75166,-2705.976
41.8480,-75166,-2705.976
41.8500,-75165,-2705.940
41.8520,-75164,-2705.904
41.8540,-75164,-2705.904
41.8560,-75163,-2705.868
41.8580,-75163,-2705.868
41.8600,-75162,-2705.832
41.8620,-75162,-2705.832
41.8640,-75161,-2705.796
41.8660,-75160,-2705.760
41.8680,-75160,-2705.760
41.8700,-75159,-2705.724
41.8720,-75159,-2705.724
41.8740,-75158,-2705.688
41.8760,-75158,-2705.688
41.8780,-75157,-2705.652
41.8800,-75157,-2705.652
41.8820,-75156,-2705.616
41.8840,-75156,-2705.616
