# device: DP-ELBOW
# CPR=2500, quadrature x4 -> 10000 counts per revolution
# sample rate: 500 Hz, samples: 50000
# battery at download: 3.78 V
# quadrature errors: 0, index errors: 0
# index verification: PASSED
t,counts,deg
0.0000,-75130,-2704.680
0.0020,-75141,-2705.076
0.0040,-75153,-2705.508
0.0060,-75164,-2705.904
0.0080,-75175,-2706.300
0.0100,-75187,-2706.732
0.0120,-75198,-2707.128
0.0140,-75210,-2707.560
0.0160,-75221,-2707.956
0.0180,-75232,-2708.352
0.0200,-75243,-2708.748
0.0220,-75255,-2709.180
0.0240,-75266,-2709.576
0.0260,-75277,-2709.972
0.0280,-75288,-2710.368
0.0300,-75299,-2710.764
0.0320,-75310,-2711.160
0.0340,-75321,-2711.556
0.0360,-75331,-2711.916
0.0380,-75342,-2712.312
0.0400,-75353,-2712.708
0.0420,-75363,-2713.068
0.0440,-75373,-2713.428
0.0460,-75384,-2713.824
0.0480,-75394,-2714.184
0.0500,-75404,-2714.544
0.0520,-75414,-2714.904
0.0540,-75423,-2715.228
0.0560,-75433,-2715.588
0.0580,-75442,-2715.912
0.0600,-75452,-2716.272
0.0620,-75461,-2716.596
0.0640,-75470,-2716.920
0.0660,-75479,-2717.244
0.0680,-75487,-2717.532
0.0700,-75496,-2717.856
0.0720,-75504,-2718.144
0.0740,-75512,-2718.432
0.0760,-75520,-2718.720
0.0780,-75528,-2719.008
0.0800,-75535,-2719.260
0.0820,-75543,-2719.548
0.0840,-75550,-2719.800
0.0860,-75557,-2720.052
0.0880,-75564,-2720.304
0.0900,-75570,-2720.520
0.0920,-75576,-2720.736
0.0940,-75583,-2720.988
0.0960,-75588,-2721.168
0.0980,-75594,-2721.384
0.1000,-75600,-2721.600
0.1020,-75605,-2721.780
0.1040,-75610,-2721.960
0.1060,-75615,-2722.140
0.1080,-75619,-2722.284
0.1100,-75624,-2722.464
0.1120,-75628,-2722.608
0.1140,-75632,-2722.752
0.1160,-75636,-2722.896
0.1180,-75639,-2723.004
0.1200,-75642,-2723.112
0.1220,-75645,-2723.220
0.1240,-75648,-2723.328
0.1260,-75651,-2723.436
0.1280,-75653,-2723.508
0.1300,-75655,-2723.580
0.1320,-75657,-2723.652
0.1340,-75659,-2723.724
0.1360,-75660,-2723.760
0.1380,-75661,-2723.796
0.1400,-75662,-2723.832
0.1420,-75663,-2723.868
0.1440,-75663,-2723.868
0.1460,-75663,-2723.868
0.1480,-75663,-2723.868
0.1500,-75663,-2723.868
0.1520,-75663,-2723.868
0.1540,-75662,-2723.832
0.1560,-75661,-2723.796
0.1580,-75660,-2723.760
0.1600,-75658,-2723.688
0.1620,-75657,-2723.652
0.1640,-75655,-2723.580
0.1660,-75652,-2723.472
0.1680,-75650,-2723.400
0.1700,-75648,-2723.328
0.1720,-75645,-2723.220
0.1740,-75642,-2723.112
0.1760,-75638,-2722.968
0.1780,-75635,-2722.860
0.1800,-75631,-2722.716
0.1820,-75627,-2722.572
0.1840,-75623,-2722.428
0.1860,-75619,-2722.284
0.1880,-75614,-2722.104
0.1900,-75610,-2721.960
0.1920,-75605,-2721.780
0.1940,-75600,-2721.600
0.1960,-75594,-2721.384
0.1980,-75589,-2721.204
0.2000,-75583,-2720.988
0.2020,-75577,-2720.772
0.2040,-75571,-2720.556
0.2060,-75564,-2720.304
0.2080,-75558,-2720.088
0.2100,-75551,-2719.836
0.2120,-75544,-2719.584
0.2140,-75537,-2719.332
0.2160,-75530,-2719.080
0.2180,-75522,-2718.792
0.2200,-75515,-2718.540
0.2220,-75507,-2718.252
0.2240,-75499,-2717.964
0.2260,-75491,-2717.676
0.2280,-75483,-2717.388
0.2300,-75475,-2717.100
0.2320,-75466,-2716.776
0.2340,-75457,-2716.452
0.2360,-75449,-2716.164
0.2380,-75440,-2715.840
0.2400,-75431,-2715.516
0.2420,-75422,-2715.192
0.2440,-75413,-2714.868
0.2460,-75403,-2714.508
0.2480,-75394,-2714.184
0.2500,-75384,-2713.824
0.2520,-75375,-2713.500
0.2540,-75365,-2713.140
0.2560,-75355,-2712.780
0.2580,-75345,-2712.420
0.2600,-75336,-2712.096
0.2620,-75326,-2711.736
0.2640,-75316,-2711.376
0.2660,-75306,-2711.016
0.2680,-75296,-2710.656
0.2700,-75285,-2710.260
0.2720,-75275,-2709.900
0.2740,-75265,-2709.540
0.2760,-75255,-2709.180
0.2780,-75245,-2708.820
0.2800,-75235,-2708.460
0.2820,-75225,-2708.100
0.2840,-75215,-2707.740
0.2860,-75205,-2707.380
0.2880,-75195,-2707.020
0.2900,-75185,-2706.660
0.2920,-75175,-2706.300
0.2940,-75165,-2705.940
0.2960,-75155,-2705.580
0.2980,-75145,-2705.220
0.3000,-75136,-2704.896
0.3020,-75126,-2704.536
0.3040,-75116,-2704.176
0.3060,-75107,-2703.852
0.3080,-75098,-2703.528
0.3100,-75088,-2703.168
0.3120,-75079,-2702.844
0.3140,-75070,-2702.520
0.3160,-75061,-2702.196
0.3180,-75052,-2701.872
0.3200,-75044,-2701.584
0.3220,-75035,-2701.260
0.3240,-75027,-2700.972
0.3260,-75019,-2700.684
0.3280,-75010,-2700.360
0.3300,-75002,-2700.072
0.3320,-74995,-2699.820
0.3340,-74987,-2699.532
0.3360,-74980,-2699.280
0.3380,-74972,-2698.992
0.3400,-74965,-2698.740
0.3420,-74958,-2698.488
0.3440,-74951,-2698.236
0.3460,-74945,-2698.020
0.3480,-74938,-2697.768
0.3500,-74932,-2697.552
0.3520,-74926,-2697.336
0.3540,-74920,-2697.120
0.3560,-74914,-2696.904
0.3580,-74909,-2696.724
0.3600,-74904,-2696.544
0.3620,-74899,-2696.364
0.3640,-74894,-2696.184
0.3660,-74889,-2696.004
0.3680,-74885,-2695.860
0.3700,-74881,-2695.716
0.3720,-74877,-2695.572
0.3740,-74873,-2695.428
0.3760,-74869,-2695.284
0.3780,-74866,-2695.176
0.3800,-74863,-2695.068
0.3820,-74860,-2694.960
0.3840,-74857,-2694.852
0.3860,-74855,-2694.780
0.3880,-74853,-2694.708
0.3900,-74851,-2694.636
0.3920,-74849,-2694.564
0.3940,-74848,-2694.528
0.3960,-74846,-2694.456
0.3980,-74845,-2694.420
0.4000,-74845,-2694.420
0.4020,-74844,-2694.384
0.4040,-74844,-2694.384
0.4060,-74844,-2694.384
0.4080,-74844,-2694.384
0.4100,-74844,-2694.384
0.4120,-74845,-2694.420
0.4140,-74846,-2694.456
0.4160,-74847,-2694.492
0.4180,-74848,-2694.528
0.4200,-74850,-2694.600
0.4220,-74851,-2694.636
0.4240,-74853,-2694.708
0.4260,-74856,-2694.816
0.4280,-74858,-2694.888
0.4300,-74861,-2694.996
0.4320,-74864,-2695.104
0.4340,-74867,-2695.212
0.4360,-74870,-2695.320
0.4380,-74874,-2695.464
0.4400,-74878,-2695.608
0.4420,-74882,-2695.752
0.4440,-74886,-2695.896
0.4460,-74891,-2696.076
0.4480,-74896,-2696.256
0.4500,-74901,-2696.436
0.4520,-74906,-2696.616
0.4540,-74911,-2696.796
0.4560,-74917,-2697.012
0.4580,-74923,-2697.228
0.4600,-74929,-2697.444
0.4620,-74935,-2697.660
0.4640,-74941,-2697.876
0.4660,-74948,-2698.128
0.4680,-74955,-2698.380
0.4700,-74962,-2698.632
0.4720,-74969,-2698.884
0.4740,-74977,-2699.172
0.4760,-74984,-2699.424
0.4780,-74992,-2699.712
0.4800,-75000,-2700.000
0.4820,-75008,-2700.288
0.4840,-75016,-2700.576
0.4860,-75025,-2700.900
0.4880,-75034,-2701.224
0.4900,-75043,-2701.548
0.4920,-75052,-2701.872
0.4940,-75061,-2702.196
0.4960,-75070,-2702.520
0.4980,-75079,-2702.844
0.5000,-75089,-2703.204
0.5020,-75099,-2703.564
0.5040,-75109,-2703.924
0.5060,-75119,-2704.284
0.5080,-75129,-2704.644
0.5100,-75139,-2705.004
0.5120,-75149,-2705.364
0.5140,-75160,-2705.760
0.5160,-75170,-2706.120
0.5180,-75181,-2706.516
0.5200,-75191,-2706.876
0.5220,-75202,-2707.272
0.5240,-75213,-2707.668
0.5260,-75224,-2708.064
0.5280,-75235,-2708.460
0.5300,-75246,-2708.856
0.5320,-75257,-2709.252
0.5340,-75268,-2709.648
0.5360,-75279,-2710.044
0.5380,-75290,-2710.440
0.5400,-75301,-2710.836
0.5420,-75313,-2711.268
0.5440,-75324,-2711.664
0.5460,-75335,-2712.060
0.5480,-75346,-2712.456
0.5500,-75357,-2712.852
0.5520,-75368,-2713.248
0.5540,-75379,-2713.644
0.5560,-75391,-2714.076
0.5580,-75402,-2714.472
0.5600,-75413,-2714.868
0.5620,-75424,-2715.264
0.5640,-75434,-2715.624
0.5660,-75445,-2716.020
0.5680,-75456,-2716.416
0.5700,-75467,-2716.812
0.5720,-75477,-2717.172
0.5740,-75488,-2717.568
0.5760,-75498,-2717.928
0.5780,-75508,-2718.288
0.5800,-75519,-2718.684
0.5820,-75529,-2719.044
0.5840,-75539,-2719.404
0.5860,-75549,-2719.764
0.5880,-75558,-2720.088
0.5900,-75568,-2720.448
0.5920,-75578,-2720.808
0.5940,-75587,-2721.132
0.5960,-75596,-2721.456
0.5980,-75605,-2721.780
0.6000,-75614,-2722.104
0.6020,-75623,-2722.428
0.6040,-75631,-2722.716
0.6060,-75640,-2723.040
0.6080,-75648,-2723.328
0.6100,-75656,-2723.616
0.6120,-75664,-2723.904
0.6140,-75672,-2724.192
0.6160,-75679,-2724.444
0.6180,-75687,-2724.732
0.6200,-75694,-2724.984
0.6220,-75701,-2725.236
0.6240,-75708,-2725.488
0.6260,-75714,-2725.704
0.6280,-75721,-2725.956
0.6300,-75727,-2726.172
0.6320,-75733,-2726.388
0.6340,-75739,-2726.604
0.6360,-75745,-2726.820
0.6380,-75750,-2727.000
0.6400,-75755,-2727.180
0.6420,-75761,-2727.396
0.6440,-75765,-2727.540
0.6460,-75770,-2727.720
0.6480,-75774,-2727.864
0.6500,-75779,-2728.044
0.6520,-75783,-2728.188
0.6540,-75786,-2728.296
0.6560,-75790,-2728.440
0.6580,-75793,-2728.548
0.6600,-75796,-2728.656
0.6620,-75799,-2728.764
0.6640,-75802,-2728.872
0.6660,-75804,-2728.944
0.6680,-75807,-2729.052
0.6700,-75809,-2729.124
0.6720,-75810,-2729.160
0.6740,-75812,-2729.232
0.6760,-75813,-2729.268
0.6780,-75814,-2729.304
0.6800,-75815,-2729.340
0.6820,-75816,-2729.376
0.6840,-75816,-2729.376
0.6860,-75816,-2729.376
0.6880,-75816,-2729.376
0.6900,-75816,-2729.376
0.6920,-75816,-2729.376
0.6940,-75815,-2729.340
0.6960,-75814,-2729.304
0.6980,-75813,-2729.268
0.7000,-75812,-2729.232
0.7020,-75810,-2729.160
0.7040,-75808,-2729.088
0.7060,-75806,-2729.016
0.7080,-75804,-2728.944
0.7100,-75801,-2728.836
0.7120,-75798,-2728.728
0.7140,-75795,-2728.620
0.7160,-75792,-2728.512
0.7180,-75789,-2728.404
0.7200,-75785,-2728.260
0.7220,-75781,-2728.116
0.7240,-75777,-2727.972
0.7260,-75773,-2727.828
0.7280,-75768,-2727.648
0.7300,-75763,-2727.468
0.7320,-75758,-2727.288
0.7340,-75753,-2727.108
0.7360,-75748,-2726.928
0.7380,-75742,-2726.712
0.7400,-75736,-2726.496
0.7420,-75730,-2726.280
0.7440,-75724,-2726.064
0.7460,-75718,-2725.848
0.7480,-75711,-2725.596
0.7500,-75704,-2725.344
0.7520,-75697,-2725.092
0.7540,-75690,-2724.840
0.7560,-75682,-2724.552
0.7580,-75675,-2724.300
0.7600,-75667,-2724.012
0.7620,-75659,-2723.724
0.7640,-75651,-2723.436
0.7660,-75642,-2723.112
0.7680,-75633,-2722.788
0.7700,-75625,-2722.500
0.7720,-75616,-2722.176
0.7740,-75607,-2721.852
0.7760,-75597,-2721.492
0.7780,-75588,-2721.168
0.7800,-75578,-2720.808
0.7820,-75569,-2720.484
0.7840,-75559,-2720.124
0.7860,-75549,-2719.764
0.7880,-75538,-2719.368
0.7900,-75528,-2719.008
0.7920,-75518,-2718.648
0.7940,-75507,-2718.252
0.7960,-75496,-2717.856
0.7980,-75486,-2717.496
0.8000,-75475,-2717.100
0.8020,-75464,-2716.704
0.8040,-75452,-2716.272
0.8060,-75441,-2715.876
0.8080,-75430,-2715.480
0.8100,-75418,-2715.048
0.8120,-75407,-2714.652
0.8140,-75396,-2714.256
0.8160,-75384,-2713.824
0.8180,-75372,-2713.392
0.8200,-75361,-2712.996
0.8220,-75349,-2712.564
0.8240,-75337,-2712.132
0.8260,-75325,-2711.700
0.8280,-75313,-2711.268
0.8300,-75301,-2710.836
0.8320,-75290,-2710.440
0.8340,-75278,-2710.008
0.8360,-75266,-2709.576
0.8380,-75254,-2709.144
0.8400,-75242,-2708.712
0.8420,-75230,-2708.280
0.8440,-75218,-2707.848
0.8460,-75207,-2707.452
0.8480,-75195,-2707.020
0.8500,-75183,-2706.588
0.8520,-75172,-2706.192
0.8540,-75160,-2705.760
0.8560,-75149,-2705.364
0.8580,-75138,-2704.968
0.8600,-75126,-2704.536
0.8620,-75115,-2704.140
0.8640,-75104,-2703.744
0.8660,-75093,-2703.348
0.8680,-75082,-2702.952
0.8700,-75072,-2702.592
0.8720,-75061,-2702.196
0.8740,-75051,-2701.836
0.8760,-75040,-2701.440
0.8780,-75030,-2701.080
0.8800,-75020,-2700.720
0.8820,-75010,-2700.360
0.8840,-75001,-2700.036
0.8860,-74991,-2699.676
0.8880,-74981,-2699.316
0.8900,-74972,-2698.992
0.8920,-74963,-2698.668
0.8940,-74954,-2698.344
0.8960,-74946,-2698.056
0.8980,-74937,-2697.732
0.9000,-74929,-2697.444
0.9020,-74920,-2697.120
0.9040,-74912,-2696.832
0.9060,-74905,-2696.580
0.9080,-74897,-2696.292
0.9100,-74890,-2696.040
0.9120,-74883,-2695.788
0.9140,-74876,-2695.536
0.9160,-74869,-2695.284
0.9180,-74862,-2695.032
0.9200,-74856,-2694.816
0.9220,-74850,-2694.600
0.9240,-74844,-2694.384
0.9260,-74838,-2694.168
0.9280,-74833,-2693.988
0.9300,-74828,-2693.808
0.9320,-74823,-2693.628
0.9340,-74818,-2693.448
0.9360,-74813,-2693.268
0.9380,-74809,-2693.124
0.9400,-74805,-2692.980
0.9420,-74801,-2692.836
0.9440,-74797,-2692.692
0.9460,-74794,-2692.584
0.9480,-74791,-2692.476
0.9500,-74788,-2692.368
0.9520,-74785,-2692.260
0.9540,-74783,-2692.188
0.9560,-74781,-2692.116
0.9580,-74779,-2692.044
0.9600,-74777,-2691.972
0.9620,-74775,-2691.900
0.9640,-74774,-2691.864
0.9660,-74773,-2691.828
0.9680,-74772,-2691.792
0.9700,-74772,-2691.792
0.9720,-74771,-2691.756
0.9740,-74771,-2691.756
0.9760,-74771,-2691.756
0.9780,-74772,-2691.792
0.9800,-74772,-2691.792
0.9820,-74773,-2691.828
0.9840,-74774,-2691.864
0.9860,-74776,-2691.936
0.9880,-74777,-2691.972
0.9900,-74779,-2692.044
0.9920,-74781,-2692.116
0.9940,-74783,-2692.188
0.9960,-74786,-2692.296
0.9980,-74788,-2692.368
1.0000,-74791,-2692.476
1.0020,-74794,-2692.584
1.0040,-74798,-2692.728
1.0060,-74801,-2692.836
1.0080,-74805,-2692.980
1.0100,-74809,-2693.124
1.0120,-74813,-2693.268
1.0140,-74818,-2693.448
1.0160,-74822,-2693.592
1.0180,-74827,-2693.772
1.0200,-74832,-2693.952
1.0220,-74837,-2694.132
1.0240,-74843,-2694.348
1.0260,-74848,-2694.528
1.0280,-74854,-2694.744
1.0300,-74860,-2694.960
1.0320,-74867,-2695.212
1.0340,-74873,-2695.428
1.0360,-74879,-2695.644
1.0380,-74887,-2695.932
1.0400,-74893,-2696.148
1.0420,-74900,-2696.400
1.0440,-74908,-2696.688
1.0460,-74915,-2696.940
1.0480,-74923,-2697.228
1.0500,-74930,-2697.480
1.0520,-74938,-2697.768
1.0540,-74947,-2698.092
1.0560,-74955,-2698.380
1.0580,-74963,-2698.668
1.0600,-74972,-2698.992
1.0620,-74980,-2699.280
1.0640,-74989,-2699.604
1.0660,-74998,-2699.928
1.0680,-75007,-2700.252
1.0700,-75016,-2700.576
1.0720,-75025,-2700.900
1.0740,-75035,-2701.260
1.0760,-75044,-2701.584
1.0780,-75054,-2701.944
1.0800,-75063,-2702.268
1.0820,-75073,-2702.628
1.0840,-75083,-2702.988
1.0860,-75092,-2703.312
1.0880,-75102,-2703.672
1.0900,-75112,-2704.032
1.0920,-75122,-2704.392
1.0940,-75132,-2704.752
1.0960,-75142,-2705.112
1.0980,-75153,-2705.508
1.1000,-75163,-2705.868
1.1020,-75173,-2706.228
1.1040,-75183,-2706.588
1.1060,-75193,-2706.948
1.1080,-75203,-2707.308
1.1100,-75213,-2707.668
1.1120,-75224,-2708.064
1.1140,-75234,-2708.424
1.1160,-75244,-2708.784
1.1180,-75254,-2709.144
1.1200,-75264,-2709.504
1.1220,-75274,-2709.864
1.1240,-75284,-2710.224
1.1260,-75294,-2710.584
1.1280,-75304,-2710.944
1.1300,-75313,-2711.268
1.1320,-75323,-2711.628
1.1340,-75333,-2711.988
1.1360,-75342,-2712.312
1.1380,-75352,-2712.672
1.1400,-75361,-2712.996
1.1420,-75370,-2713.320
1.1440,-75379,-2713.644
1.1460,-75388,-2713.968
1.1480,-75397,-2714.292
1.1500,-75406,-2714.616
1.1520,-75415,-2714.940
1.1540,-75423,-2715.228
1.1560,-75431,-2715.516
1.1580,-75440,-2715.840
1.1600,-75448,-2716.128
1.1620,-75456,-2716.416
1.1640,-75463,-2716.668
1.1660,-75471,-2716.956
1.1680,-75478,-2717.208
1.1700,-75486,-2717.496
1.1720,-75493,-2717.748
1.1740,-75500,-2718.000
1.1760,-75506,-2718.216
1.1780,-75513,-2718.468
1.1800,-75519,-2718.684
1.1820,-75525,-2718.900
1.1840,-75531,-2719.116
1.1860,-75537,-2719.332
1.1880,-75543,-2719.548
1.1900,-75548,-2719.728
1.1920,-75554,-2719.944
1.1940,-75559,-2720.124
1.1960,-75563,-2720.268
1.1980,-75568,-2720.448
1.2000,-75572,-2720.592
1.2020,-75577,-2720.772
1.2040,-75581,-2720.916
1.2060,-75584,-2721.024
1.2080,-75588,-2721.168
1.2100,-75591,-2721.276
1.2120,-75594,-2721.384
1.2140,-75597,-2721.492
1.2160,-75600,-2721.600
1.2180,-75602,-2721.672
1.2200,-75605,-2721.780
1.2220,-75606,-2721.816
1.2240,-75608,-2721.888
1.2260,-75610,-2721.960
1.2280,-75611,-2721.996
1.2300,-75612,-2722.032
1.2320,-75613,-2722.068
1.2340,-75614,-2722.104
1.2360,-75614,-2722.104
1.2380,-75614,-2722.104
1.2400,-75614,-2722.104
1.2420,-75614,-2722.104
1.2440,-75614,-2722.104
1.2460,-75613,-2722.068
1.2480,-75612,-2722.032
1.2500,-75611,-2721.996
1.2520,-75610,-2721.960
1.2540,-75608,-2721.888
1.2560,-75606,-2721.816
1.2580,-75604,-2721.744
1.2600,-75602,-2721.672
1.2620,-75599,-2721.564
1.2640,-75597,-2721.492
1.2660,-75594,-2721.384
1.2680,-75591,-2721.276
1.2700,-75587,-2721.132
1.2720,-75584,-2721.024
1.2740,-75580,-2720.880
1.2760,-75576,-2720.736
1.2780,-75572,-2720.592
1.2800,-75567,-2720.412
1.2820,-75562,-2720.232
1.2840,-75558,-2720.088
1.2860,-75553,-2719.908
1.2880,-75547,-2719.692
1.2900,-75542,-2719.512
1.2920,-75536,-2719.296
1.2940,-75530,-2719.080
1.2960,-75524,-2718.864
1.2980,-75518,-2718.648
1.3000,-75512,-2718.432
1.3020,-75505,-2718.180
1.3040,-75498,-2717.928
1.3060,-75491,-2717.676
1.3080,-75484,-2717.424
1.3100,-75477,-2717.172
1.3120,-75469,-2716.884
1.3140,-75462,-2716.632
1.3160,-75454,-2716.344
1.3180,-75446,-2716.056
1.3200,-75438,-2715.768
1.3220,-75430,-2715.480
1.3240,-75421,-2715.156
1.3260,-75413,-2714.868
1.3280,-75404,-2714.544
1.3300,-75396,-2714.256
1.3320,-75387,-2713.932
1.3340,-75378,-2713.608
1.3360,-75369,-2713.284
1.3380,-75359,-2712.924
1.3400,-75350,-2712.600
1.3420,-75340,-2712.240
1.3440,-75331,-2711.916
1.3460,-75321,-2711.556
1.3480,-75311,-2711.196
1.3500,-75302,-2710.872
1.3520,-75292,-2710.512
1.3540,-75282,-2710.152
1.3560,-75272,-2709.792
1.3580,-75262,-2709.432
1.3600,-75252,-2709.072
1.3620,-75242,-2708.712
1.3640,-75232,-2708.352
1.3660,-75221,-2707.956
1.3680,-75211,-2707.596
1.3700,-75200,-2707.200
1.3720,-75191,-2706.876
1.3740,-75181,-2706.516
1.3760,-75170,-2706.120
1.3780,-75160,-2705.760
1.3800,-75150,-2705.400
1.3820,-75140,-2705.040
1.3840,-75130,-2704.680
1.3860,-75119,-2704.284
1.3880,-75109,-2703.924
1.3900,-75099,-2703.564
1.3920,-75090,-2703.240
1.3940,-75080,-2702.880
1.3960,-75070,-2702.520
1.3980,-75060,-2702.160
1.4000,-75050,-2701.800
1.4020,-75041,-2701.476
1.4040,-75031,-2701.116
1.4060,-75022,-2700.792
1.4080,-75013,-2700.468
1.4100,-75003,-2700.108
1.4120,-74994,-2699.784
1.4140,-74985,-2699.460
1.4160,-74976,-2699.136
1.4180,-74968,-2698.848
1.4200,-74959,-2698.524
1.4220,-74951,-2698.236
1.4240,-74942,-2697.912
1.4260,-74934,-2697.624
1.4280,-74926,-2697.336
1.4300,-74918,-2697.048
1.4320,-74910,-2696.760
1.4340,-74903,-2696.508
1.4360,-74895,-2696.220
1.4380,-74888,-2695.968
1.4400,-74881,-2695.716
1.4420,-74874,-2695.464
1.4440,-74867,-2695.212
1.4460,-74861,-2694.996
1.4480,-74854,-2694.744
1.4500,-74848,-2694.528
1.4520,-74842,-2694.312
1.4540,-74836,-2694.096
1.4560,-74831,-2693.916
1.4580,-74825,-2693.700
1.4600,-74820,-2693.520
1.4620,-74815,-2693.340
1.4640,-74810,-2693.160
1.4660,-74806,-2693.016
1.4680,-74801,-2692.836
1.4700,-74797,-2692.692
1.4720,-74793,-2692.548
1.4740,-74790,-2692.440
1.4760,-74786,-2692.296
1.4780,-74783,-2692.188
1.4800,-74780,-2692.080
1.4820,-74777,-2691.972
1.4840,-74774,-2691.864
1.4860,-74772,-2691.792
1.4880,-74769,-2691.684
1.4900,-74767,-2691.612
1.4920,-74766,-2691.576
1.4940,-74764,-2691.504
1.4960,-74763,-2691.468
1.4980,-74762,-2691.432
1.5000,-74761,-2691.396
1.5020,-74760,-2691.360
1.5040,-74760,-2691.360
1.5060,-74760,-2691.360
1.5080,-74760,-2691.360
1.5100,-74760,-2691.360
1.5120,-74760,-2691.360
1.5140,-74761,-2691.396
1.5160,-74762,-2691.432
1.5180,-74763,-2691.468
1.5200,-74765,-2691.540
1.5220,-74767,-2691.612
1.5240,-74768,-2691.648
1.5260,-74771,-2691.756
1.5280,-74773,-2691.828
1.5300,-74776,-2691.936
1.5320,-74778,-2692.008
1.5340,-74781,-2692.116
1.5360,-74785,-2692.260
1.5380,-74788,-2692.368
1.5400,-74792,-2692.512
1.5420,-74796,-2692.656
1.5440,-74800,-2692.800
1.5460,-74805,-2692.980
1.5480,-74809,-2693.124
1.5500,-74814,-2693.304
1.5520,-74819,-2693.484
1.5540,-74825,-2693.700
1.5560,-74830,-2693.880
1.5580,-74836,-2694.096
1.5600,-74842,-2694.312
1.5620,-74848,-2694.528
1.5640,-74854,-2694.744
1.5660,-74861,-2694.996
1.5680,-74868,-2695.248
1.5700,-74875,-2695.500
1.5720,-74882,-2695.752
1.5740,-74890,-2696.040
1.5760,-74897,-2696.292
1.5780,-74905,-2696.580
1.5800,-74913,-2696.868
1.5820,-74921,-2697.156
1.5840,-74930,-2697.480
1.5860,-74938,-2697.768
1.5880,-74947,-2698.092
1.5900,-74956,-2698.416
1.5920,-74965,-2698.740
1.5940,-74974,-2699.064
1.5960,-74983,-2699.388
1.5980,-74993,-2699.748
1.6000,-75003,-2700.108
1.6020,-75012,-2700.432
1.6040,-75022,-2700.792
1.6060,-75033,-2701.188
1.6080,-75043,-2701.548
1.6100,-75053,-2701.908
1.6120,-75064,-2702.304
1.6140,-75075,-2702.700
1.6160,-75085,-2703.060
1.6180,-75096,-2703.456
1.6200,-75107,-2703.852
1.6220,-75118,-2704.248
1.6240,-75129,-2704.644
1.6260,-75141,-2705.076
1.6280,-75152,-2705.472
1.6300,-75163,-2705.868
1.6320,-75175,-2706.300
1.6340,-75186,-2706.696
1.6360,-75198,-2707.128
1.6380,-75209,-2707.524
1.6400,-75221,-2707.956
1.6420,-75233,-2708.388
1.6440,-75244,-2708.784
1.6460,-75256,-2709.216
1.6480,-75268,-2709.648
1.6500,-75279,-2710.044
1.6520,-75291,-2710.476
1.6540,-75303,-2710.908
1.6560,-75314,-2711.304
1.6580,-75326,-2711.736
1.6600,-75338,-2712.168
1.6620,-75349,-2712.564
1.6640,-75361,-2712.996
1.6660,-75372,-2713.392
1.6680,-75384,-2713.824
1.6700,-75395,-2714.220
1.6720,-75406,-2714.616
1.6740,-75418,-2715.048
1.6760,-75429,-2715.444
1.6780,-75440,-2715.840
1.6800,-75451,-2716.236
1.6820,-75462,-2716.632
1.6840,-75472,-2716.992
1.6860,-75483,-2717.388
1.6880,-75494,-2717.784
1.6900,-75504,-2718.144
1.6920,-75514,-2718.504
1.6940,-75524,-2718.864
1.6960,-75534,-2719.224
1.6980,-75544,-2719.584
1.7000,-75554,-2719.944
1.7020,-75563,-2720.268
1.7040,-75573,-2720.628
1.7060,-75582,-2720.952
1.7080,-75591,-2721.276
1.7100,-75600,-2721.600
1.7120,-75609,-2721.924
1.7140,-75617,-2722.212
1.7160,-75626,-2722.536
1.7180,-75634,-2722.824
1.7200,-75642,-2723.112
1.7220,-75650,-2723.400
1.7240,-75657,-2723.652
1.7260,-75665,-2723.940
1.7280,-75672,-2724.192
1.7300,-75679,-2724.444
1.7320,-75686,-2724.696
1.7340,-75693,-2724.948
1.7360,-75699,-2725.164
1.7380,-75705,-2725.380
1.7400,-75711,-2725.596
1.7420,-75717,-2725.812
1.7440,-75723,-2726.028
1.7460,-75728,-2726.208
1.7480,-75733,-2726.388
1.7500,-75738,-2726.568
1.7520,-75743,-2726.748
1.7540,-75748,-2726.928
1.7560,-75752,-2727.072
1.7580,-75756,-2727.216
1.7600,-75760,-2727.360
1.7620,-75763,-2727.468
1.7640,-75767,-2727.612
1.7660,-75770,-2727.720
1.7680,-75773,-2727.828
1.7700,-75776,-2727.936
1.7720,-75778,-2728.008
1.7740,-75781,-2728.116
1.7760,-75783,-2728.188
1.7780,-75785,-2728.260
1.7800,-75786,-2728.296
1.7820,-75788,-2728.368
1.7840,-75789,-2728.404
1.7860,-75790,-2728.440
1.7880,-75791,-2728.476
1.7900,-75791,-2728.476
1.7920,-75792,-2728.512
1.7940,-75792,-2728.512
1.7960,-75792,-2728.512
1.7980,-75791,-2728.476
1.8000,-75791,-2728.476
1.8020,-75790,-2728.440
1.8040,-75789,-2728.404
1.8060,-75787,-2728.332
1.8080,-75786,-2728.296
1.8100,-75784,-2728.224
1.8120,-75782,-2728.152
1.8140,-75780,-2728.080
1.8160,-75778,-2728.008
1.8180,-75775,-2727.900
1.8200,-75773,-2727.828
1.8220,-75770,-2727.720
1.8240,-75766,-2727.576
1.8260,-75763,-2727.468
1.8280,-75759,-2727.324
1.8300,-75756,-2727.216
1.8320,-75751,-2727.036
1.8340,-75747,-2726.892
1.8360,-75743,-2726.748
1.8380,-75738,-2726.568
1.8400,-75733,-2726.388
1.8420,-75728,-2726.208
1.8440,-75723,-2726.028
1.8460,-75718,-2725.848
1.8480,-75712,-2725.632
1.8500,-75706,-2725.416
